,english,polish
328,"Machine ethics is also called machine morality, computational ethics or computational morality,and was founded at an AAAI symposium in 2005.","Etyka maszyn jest również nazywana moralnością maszyn, etyką obliczeniową lub moralnością obliczeniową i została założona na sympozjum AAAI w 2005 roku."
329,"Other approaches include Wendell Wallach's ""artificial moral agents""and Stuart J. Russell's three principles for developing provably beneficial machines.","Inne podejścia obejmują ""sztucznych agentów moralnych"" Wendella Wallacha i trzy zasady Stuarta J. Russella dotyczące tworzenia maszyn przynoszących udowodnione korzyści."
330,The regulation of artificial intelligence is the development of public sector policies and laws for promoting and regulating artificial intelligence (AI); it is therefore related to the broader regulation of algorithms.,Regulacja sztucznej inteligencji polega na opracowywaniu polityk i przepisów sektora publicznego w celu promowania i regulowania sztucznej inteligencji (AI); jest zatem związana z szerszą regulacją algorytmów.
331,The regulatory and policy landscape for AI is an emerging issue in jurisdictions globally.,Krajobraz regulacyjny i polityczny dla sztucznej inteligencji jest kwestią pojawiającą się w jurysdykcjach na całym świecie.
332,"Between 2016 and 2020, more than 30 countries adopted dedicated strategies for AI.",W latach 2016-2020 ponad 30 krajów przyjęło specjalne strategie dotyczące sztucznej inteligencji.
333,"Most EU member states had released national AI strategies, as had Canada, China, India, Japan, Mauritius, the Russian Federation, Saudi Arabia, United Arab Emirates, US and Vietnam.","Większość państw członkowskich UE wydała krajowe strategie AI, podobnie jak Kanada, Chiny, Indie, Japonia, Mauritius, Federacja Rosyjska, Arabia Saudyjska, Zjednoczone Emiraty Arabskie, USA i Wietnam."
334,"Others were in the process of elaborating their own AI strategy, including Bangladesh, Malaysia and Tunisia.","Inne kraje, w tym Bangladesz, Malezja i Tunezja, były w trakcie opracowywania własnych strategii w zakresie sztucznej inteligencji."
335,"The Global Partnership on Artificial Intelligence was launched in June 2020, stating a need for AI to be developed in accordance with human rights and democratic values, to ensure public confidence and trust in the technology.","Globalne partnerstwo na rzecz sztucznej inteligencji zostało zainicjowane w czerwcu 2020 r., stwierdzając potrzebę rozwoju sztucznej inteligencji zgodnie z prawami człowieka i wartościami demokratycznymi, aby zapewnić zaufanie publiczne do technologii."
336,"Henry Kissinger, Eric Schmidt, and Daniel Huttenlocher published a joint statement in November 2021 calling for a government commission to regulate AI.","Henry Kissinger, Eric Schmidt i Daniel Huttenlocher opublikowali w listopadzie 2021 r. wspólne oświadczenie, w którym wezwali do powołania rządowej komisji ds. regulacji sztucznej inteligencji."
337,"Thought-capable artificial beings have appeared as storytelling devices since antiquity,and have been a persistent theme in science fiction.",Zdolne do myślenia sztuczne istoty pojawiały się jako narzędzia do opowiadania historii od starożytności i były stałym motywem w science fiction.
338,"A common trope in these works began with Mary Shelley's Frankenstein, where a human creation becomes a threat to its masters.","Powszechny wątek w tych dziełach zapoczątkował Frankenstein Mary Shelley, w którym ludzkie stworzenie staje się zagrożeniem dla swoich panów."
339,"This includes such works as Arthur C. Clarke's and Stanley Kubrick's 2001: A Space Odyssey (both 1968), with HAL 9000, the murderous computer in charge of the Discovery One spaceship, as well as The Terminator (1984) and The Matrix (1999).","Obejmuje to takie dzieła jak ""2001: Odyseja kosmiczna"" Arthura C. Clarke'a i Stanleya Kubricka (oba z 1968 roku), z HAL 9000, morderczym komputerem dowodzącym statkiem kosmicznym Discovery One, a także ""Terminator"" (1984) i ""Matrix"" (1999)."
340,"In contrast, the rare loyal robots such as Gort from The Day the Earth Stood Still (1951) and Bishop from Aliens (1986) are less prominent in popular culture.","W przeciwieństwie do tego, rzadkie lojalne roboty, takie jak Gort z filmu Dzień, w którym zatrzymała się Ziemia (1951) i Bishop z filmu Obcy (1986), są mniej widoczne w kulturze popularnej."
341,"Isaac Asimov introduced the Three Laws of Robotics in many books and stories, most notably the ""Multivac"" series about a super-intelligent computer of the same name.","Isaac Asimov wprowadził Trzy Prawa Robotyki w wielu książkach i opowiadaniach, w szczególności w serii ""Multivac"" o superinteligentnym komputerze o tej samej nazwie."
342,"Asimov's laws are often brought up during lay discussions of machine ethics;while almost all artificial intelligence researchers are familiar with Asimov's laws through popular culture, they generally consider the laws useless for many reasons, one of which is their ambiguity.","Prawa Asimova są często przywoływane podczas świeckich dyskusji na temat etyki maszyn; podczas gdy prawie wszyscy badacze sztucznej inteligencji znają prawa Asimova z kultury popularnej, generalnie uważają je za bezużyteczne z wielu powodów, z których jednym jest ich niejednoznaczność."
343,Transhumanism (the merging of humans and machines) is explored in the manga Ghost in the Shell and the science-fiction series Dune.,Transhumanizm (połączenie ludzi i maszyn) jest badany w mandze Ghost in the Shell i serialu science-fiction Dune.
344,"Several works use AI to force us to confront the fundamental question of what makes us human, showing us artificial beings that have the ability to feel, and thus to suffer.","Kilka dzieł wykorzystuje sztuczną inteligencję, aby zmusić nas do konfrontacji z fundamentalnym pytaniem o to, co czyni nas ludźmi, pokazując nam sztuczne istoty, które są zdolne do odczuwania, a tym samym do cierpienia."
345,"This appears in Karel Čapek's R. U. R., the films A. I.","Pojawia się to w R. U. R. Karela Čapka, filmach A. I."
346,"Artificial Intelligence and Ex Machina, as well as the novel Do Androids Dream of Electric Sheep?, by Philip K. Dick.","Sztuczna inteligencja i Ex Machina, a także powieść Philipa K. Dicka Czy androidy śnią o elektrycznych owcach?"
347,Dick considers the idea that our understanding of human subjectivity is altered by technology created with artificial intelligence.,"Dick rozważa pomysł, że nasze rozumienie ludzkiej podmiotowości zmienia się pod wpływem technologii stworzonej przy użyciu sztucznej inteligencji."
348,"AI safety – Research area on making AI safe and beneficialAI alignment – Conformance to the intended objectiveArtificial intelligence in healthcare – Machine-learning algorithms and software in the analysis, presentation, and comprehension of complex medical and health care dataArtificial intelligence arms race – Arms race for the most advanced AI-related technologiesBehavior selection algorithm – Algorithm that selects actions for intelligent agentsBusiness process automation – Technology-enabled automation of complex business processesCase-based reasoning – Process of solving new problems based on the solutions of similar past problemsEmergent algorithm – Algorithm exhibiting emergent behaviorFemale gendering of AI technologies – Design of digital assistants as femaleGlossary of artificial intelligence – List of definitions of terms and concepts commonly used in the study of artificial intelligenceOperations research – Discipline concerning the application of advanced analytical methodsRobotic process automation – Form of business process automation technologySynthetic intelligence – Alternate term for or form of artificial intelligenceUniversal basic income – Welfare system of unconditional incomeWeak artificial intelligence – Form of artificial intelligenceData sources – The list of data sources for study and researchThese were the four the most widely used AI textbooks in 2008:""Artificial Intelligence"".","Bezpieczeństwo AI - obszar badań nad uczynieniem AI bezpieczną i korzystnąZgodność AI - zgodność z zamierzonym celemSztuczna inteligencja w opiece zdrowotnej - algorytmy i oprogramowanie do uczenia maszynowego w analizie, prezentacji i zrozumieniu złożonych danych medycznych i opieki zdrowotnej, sztucznej inteligencji - Wyścig zbrojeń o najbardziej zaawansowane technologie związane ze sztuczną inteligencjąAlgorytm wyboru zachowań - Algorytm, który wybiera działania dla inteligentnych agentówAutomatyzacja procesów biznesowych - Automatyzacja złożonych procesów biznesowych z wykorzystaniem technologii Rozumowanie oparte na przypadkachAlgorytm emergentny - Algorytm wykazujący zachowanie emergentneKobiecy gendering technologii AI - Projektowanie cyfrowych asystentów jako kobietSłownik sztucznej inteligencji - Lista definicji terminów i pojęć powszechnie używanych w badaniach nad sztuczną inteligencjąBadania operacyjne - Dyscyplina dotycząca stosowania zaawansowanych metod analitycznych Zaawansowane metody analityczneRobotyczna automatyzacja procesów - Forma technologii automatyzacji procesów biznesowychSyntetyczna inteligencja - Alternatywny termin lub forma sztucznej inteligencjiUniwersalny dochód podstawowy - System opieki społecznej bezwarunkowego dochoduSłaba sztuczna inteligencja - Forma sztucznej inteligencjiŹródła danych - Lista źródeł danych do nauki i badańOto cztery najczęściej używane podręczniki AI w 2008 roku:""Sztuczna inteligencja""."
349,Internet Encyclopedia of Philosophy.,Internetowa encyklopedia filozofii.
350,"""Logic and Artificial Intelligence"".","""Logika i sztuczna inteligencja""."
351,Stanford Encyclopedia of Philosophy.,Stanford Encyclopedia of Philosophy.
352,Artificial Intelligence.,Sztuczna inteligencja.
353,"BBC Radio 4 discussion with John Agar, Alison Adam & Igor Aleksander (In Our Time, 8 December 2005).","Dyskusja w BBC Radio 4 z udziałem Johna Agara, Alison Adam i Igora Aleksandra (In Our Time, 8 grudnia 2005)."
